URI|PROPERTY|ENGLISH LABEL|TRANSLATION|POSTPROCESSING (RULES)
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#prefLabel|Juxta-posed|juxta-posé|Juxta-posé
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Adjacent|adjacent|adjacent
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Adjacent to|adjacent à|adjacent à
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Juxta-|juxta-|Juxta-
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Next to|près de|près de
http://snomed.info/id/18772005|http://www.w3.org/2004/02/skos/core#prefLabel|Symmetry|symétrie|symétrie
http://snomed.info/id/18779001|http://www.w3.org/2004/02/skos/core#prefLabel|Guardrail height|hauteur du garde-fou|hauteur du garde-fou
http://snomed.info/id/1891000175104|http://www.w3.org/2004/02/skos/core#prefLabel|Three times daily as required|trois fois par jour au besoin|trois fois par jour au besoin
http://snomed.info/id/1891000175104|http://www.w3.org/2004/02/skos/core#altLabel|Three times daily as needed|trois fois par jour au besoin|trois fois par jour au besoin
http://snomed.info/id/1901000175100|http://www.w3.org/2004/02/skos/core#prefLabel|Two times daily as required|deux fois par jour au besoin|les deux fois par jour au besoin
http://snomed.info/id/1901000175100|http://www.w3.org/2004/02/skos/core#altLabel|Two times daily as needed|deux fois par jour au besoin.|les deux fois par jour au besoin
http://snomed.info/id/19032002|http://www.w3.org/2004/02/skos/core#prefLabel|Uncontrolled|non contrôlé|non contrôlé
http://snomed.info/id/19202001|http://www.w3.org/2004/02/skos/core#prefLabel|Clumped|clumé|clumé
http://snomed.info/id/19367006|http://www.w3.org/2004/02/skos/core#prefLabel|Retarded|arriéré|arriéré
http://snomed.info/id/19367006|http://www.w3.org/2004/02/skos/core#altLabel|Retarded (slowed) (contextual qualifier)|retard (ralenti) (qualificatif contextuel)|retard (ralenti) (qualificatif contextuel)
http://snomed.info/id/19388002|http://www.w3.org/2004/02/skos/core#prefLabel|Physical|physique|physique
http://snomed.info/id/1941000175103|http://www.w3.org/2004/02/skos/core#prefLabel|Milligram of phenytoin sodium equivalents|milligramme d'équivalent de phénytoïne sodique|milligramme d'équivalent de phénytoïne sodique
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#prefLabel|International normalised ratio|rapport normalisé international|rapport normalisé International
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#prefLabel|International normalized ratio|rapport normalisé international|rapport normalisé International
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#altLabel|INR (International normalised ratio)|INR (International normalized ratio)|INR (International normalized ratio)
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#altLabel|INR (International normalized ratio)|INR (International normalized ratio)|INR (International normalized ratio)
http://snomed.info/id/19535007|http://www.w3.org/2004/02/skos/core#prefLabel|Original|original|original
http://snomed.info/id/196006|http://www.w3.org/2004/02/skos/core#prefLabel|Concave shape|forme concave|forme concave
http://snomed.info/id/1961000175104|http://www.w3.org/2004/02/skos/core#prefLabel|ISR (Immune status ratio)|Rapport iSR (immun status ratio)|rapport ISR (immun status ratio)
http://snomed.info/id/1961000175104|http://www.w3.org/2004/02/skos/core#altLabel|Immune status ratio|rapport de statut immunitaire|rapport de statut immunitaire
http://snomed.info/id/19648000|http://www.w3.org/2004/02/skos/core#prefLabel|Diffuse|diffus|diffus
http://snomed.info/id/1968006|http://www.w3.org/2004/02/skos/core#prefLabel|Jogging|jogging|jogging
http://snomed.info/id/1971000175107|http://www.w3.org/2004/02/skos/core#prefLabel|Log copies/mL|log copies / ml|log copies/ml
http://snomed.info/id/1971000175107|http://www.w3.org/2004/02/skos/core#altLabel|Logarithmic copies per milliliter|copies logarithmiques par millilitre|copies logarithmiques par millilitre
http://snomed.info/id/1971000175107|http://www.w3.org/2004/02/skos/core#altLabel|Logarithmic copies per millilitre|copies logarithmiques par millilitre|copies logarithmiques par millilitre
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#prefLabel|Lymphs/uL|lymphs / ul|lymphs/ul
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#altLabel|Lymph/uL|lymphe / ul|lymphe/ul
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#altLabel|Lymphocytes per microliter|lymphocytes par microlitre|lymphocytes par microlitre
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#altLabel|Lymphocytes per microlitre|lymphocytes par microlitre|lymphocytes par microlitre
http://snomed.info/id/19810007|http://www.w3.org/2004/02/skos/core#prefLabel|Hang gliding|parapente de hang|parapente de Hang
http://snomed.info/id/1990001000004102|http://www.w3.org/2004/02/skos/core#prefLabel|Near complete|presque complet|presque entier
http://snomed.info/id/1991000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Red blood cells per high power field|globules rouges par champ à fort grossissement|globules rouges par champ à fort grossissement
http://snomed.info/id/1991000175108|http://www.w3.org/2004/02/skos/core#altLabel|RBC/HPF|rBC / HPF|RBC/HPF
http://snomed.info/id/19939008|http://www.w3.org/2004/02/skos/core#prefLabel|Subacute|subaigu|subaigu
http://snomed.info/id/19939008|http://www.w3.org/2004/02/skos/core#altLabel|Subacute course|évolution subaiguë|évolution subaigüe
http://snomed.info/id/2001000175105|http://www.w3.org/2004/02/skos/core#prefLabel|White blood cells per high power field|globules blancs par champ à fort grossissement|globules blancs par champ à fort grossissement
http://snomed.info/id/2001000175105|http://www.w3.org/2004/02/skos/core#altLabel|WBC/HPF|wBC / HPF|WBC/HPF
http://snomed.info/id/2001002|http://www.w3.org/2004/02/skos/core#prefLabel|Jai-alai|jai-alai|Jai-alai
http://snomed.info/id/20048008|http://www.w3.org/2004/02/skos/core#prefLabel|Petanque|pétanque|pétanque
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#prefLabel|Biweekly|bihebdomadaire|bihebdomadaire
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#altLabel|Alternate weeks|semaines alternées|semaines alternées
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#altLabel|Every two weeks|toutes les deux semaines|les deux semaines entière
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#altLabel|Fortnightly|fortnigement|fortnigement
http://snomed.info/id/20098009|http://www.w3.org/2004/02/skos/core#prefLabel|Incomplete blind|borgne incomplet|borgne inentier
http://snomed.info/id/2011000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Thousand unit|mille unités|mille unités
http://snomed.info/id/20323000|http://www.w3.org/2004/02/skos/core#prefLabel|Identical|identique|identique
http://snomed.info/id/20446002|http://www.w3.org/2004/02/skos/core#prefLabel|Wedge shape|en forme de coin|en forme de coin
http://snomed.info/id/20461001|http://www.w3.org/2004/02/skos/core#prefLabel|Swimming|natation|natation
http://snomed.info/id/20476009|http://www.w3.org/2004/02/skos/core#prefLabel|Cystic|kystique|kystique
http://snomed.info/id/20572008|http://www.w3.org/2004/02/skos/core#prefLabel|Good|bon|bon
http://snomed.info/id/20572008|http://www.w3.org/2004/02/skos/core#altLabel|Well|bien|bien
http://snomed.info/id/20583004|http://www.w3.org/2004/02/skos/core#prefLabel|Firm|ferme|ferme
http://snomed.info/id/20635005|http://www.w3.org/2004/02/skos/core#prefLabel|Semi-open circuit scuba diving|plongée en scaphandre autonome semi-ouverte|plongée en scaphandre autonome semi-ouverte
http://snomed.info/id/20646008|http://www.w3.org/2004/02/skos/core#prefLabel|Intractable|intraitable|intraitable
http://snomed.info/id/20646008|http://www.w3.org/2004/02/skos/core#altLabel|Refractory|réfractaire|réfractaire
http://snomed.info/id/20827005|http://www.w3.org/2004/02/skos/core#prefLabel|Angiolupoid|angiolupoïde|angiolupoïde
http://snomed.info/id/20922003|http://www.w3.org/2004/02/skos/core#prefLabel|Transnasal approach|voie transnasale|voie transnasale
http://snomed.info/id/20922003|http://www.w3.org/2004/02/skos/core#altLabel|Pernasal|pernasal|pernasal
http://snomed.info/id/20922003|http://www.w3.org/2004/02/skos/core#altLabel|Transnasal|transnasal|transnasal
http://snomed.info/id/20922003|http://www.w3.org/2004/02/skos/core#altLabel|Via nose|via le nez|via le nez
http://snomed.info/id/20967005|http://www.w3.org/2004/02/skos/core#prefLabel|Abnormal shape|forme anormale|forme anormale
http://snomed.info/id/20967005|http://www.w3.org/2004/02/skos/core#altLabel|Distortion|distorsion|distorsion
http://snomed.info/id/21006006|http://www.w3.org/2004/02/skos/core#prefLabel|Hemispheric|hémisphérique|hémisphérique
http://snomed.info/id/21015004|http://www.w3.org/2004/02/skos/core#prefLabel|Environmental hazard|danger environnemental|danger environnemental
http://snomed.info/id/21029003|http://www.w3.org/2004/02/skos/core#prefLabel|Bedtime|coucher|coucher
http://snomed.info/id/21114003|http://www.w3.org/2004/02/skos/core#prefLabel|Oblique|oblique|oblique
http://snomed.info/id/21157008|http://www.w3.org/2004/02/skos/core#prefLabel|Not cleared by|non précisé par|non-précisé par
http://snomed.info/id/21157008|http://www.w3.org/2004/02/skos/core#altLabel|Not cleared by (contextual qualifier)|non précisé par (qualificatif contextuel)|non-précisé par (qualificatif contextuel)
http://snomed.info/id/21172007|http://www.w3.org/2004/02/skos/core#prefLabel|Faceted|facettes|facettes
http://snomed.info/id/21282002|http://www.w3.org/2004/02/skos/core#prefLabel|Repeat emergency|urgence répétée|urgence répétée
http://snomed.info/id/21471008|http://www.w3.org/2004/02/skos/core#prefLabel|Baseball|baseball|baseball
http://snomed.info/id/21481007|http://www.w3.org/2004/02/skos/core#prefLabel|Over|dessus|dessus
http://snomed.info/id/21594007|http://www.w3.org/2004/02/skos/core#prefLabel|Malignant|malin|malin
http://snomed.info/id/21703008|http://www.w3.org/2004/02/skos/core#prefLabel|Physical hazard|danger physique|danger physique
http://snomed.info/id/21703008|http://www.w3.org/2004/02/skos/core#altLabel|Any hazardous entity|toute entité dangereuse|entité dangereuse entier entière
http://snomed.info/id/21864008|http://www.w3.org/2004/02/skos/core#prefLabel|Seasonal course|évolution saisonnière|évolution saisonnière
http://snomed.info/id/21864008|http://www.w3.org/2004/02/skos/core#altLabel|Seasonal|saisonnier|saisonnier
http://snomed.info/id/22103003|http://www.w3.org/2004/02/skos/core#prefLabel|Platelet antigen system HPA-5|antigènes plaquettaires groupe hpa-5|antigènes plaquettaires groupe HPA-5
http://snomed.info/id/22205004|http://www.w3.org/2004/02/skos/core#prefLabel|Contact sport|sport de contact|sport de contact
http://snomed.info/id/22205004|http://www.w3.org/2004/02/skos/core#altLabel|Physical sport, contact type|sport physique, type contact|sport physique, type contact
http://snomed.info/id/22205004|http://www.w3.org/2004/02/skos/core#altLabel|Physical sports, contact type|sport physique, type de contact|sport physique, type de contact
http://snomed.info/id/223395000|http://www.w3.org/2004/02/skos/core#prefLabel|Power of attorney proceedings|procédure relative à une procuration|procédure relative à une procuration
http://snomed.info/id/224628009|http://www.w3.org/2004/02/skos/core#prefLabel|Hinko language|langue hinko|langue hinko
http://snomed.info/id/224773006|http://www.w3.org/2004/02/skos/core#prefLabel|Benefits and pensions|bénéfices et pensions.|bénéfices et pensions
http://snomed.info/id/224774000|http://www.w3.org/2004/02/skos/core#prefLabel|Social security benefits|prestations de sécurité sociale|prestations de sécurité sociale
http://snomed.info/id/224775004|http://www.w3.org/2004/02/skos/core#prefLabel|National Health Service benefits|prestations du service national de santé|prestations du Service National de santé
http://snomed.info/id/224776003|http://www.w3.org/2004/02/skos/core#prefLabel|Local authority benefits|prestations des autorités locales|prestations des autorités locales
http://snomed.info/id/224891009|http://www.w3.org/2004/02/skos/core#prefLabel|Healthcare services|services de santé|services de santé
http://snomed.info/id/224893007|http://www.w3.org/2004/02/skos/core#prefLabel|Divorce proceedings|procédure de divorce|procédure de divorce
http://snomed.info/id/224894001|http://www.w3.org/2004/02/skos/core#prefLabel|Custody proceedings|procédure de garde|procédure de garde
http://snomed.info/id/224895000|http://www.w3.org/2004/02/skos/core#prefLabel|Children Act proceedings|procédure de l'enfant|procédure de l'enfant
http://snomed.info/id/224896004|http://www.w3.org/2004/02/skos/core#prefLabel|Negligence proceedings|procédure de négligence|procédure de négligence
http://snomed.info/id/224915000|http://www.w3.org/2004/02/skos/core#prefLabel|weeks/month|semaines / mois|semaines/mois
http://snomed.info/id/224915000|http://www.w3.org/2004/02/skos/core#altLabel|weeks per month|semaines par mois|semaines par mois
http://snomed.info/id/224916004|http://www.w3.org/2004/02/skos/core#prefLabel|weeks/year|semaines / an|semaines/an
http://snomed.info/id/224917008|http://www.w3.org/2004/02/skos/core#prefLabel|pounds (sterling) per annum|livres (sterling) par an|livres (sterling) par an
http://snomed.info/id/224918003|http://www.w3.org/2004/02/skos/core#prefLabel|pounds (sterling) per day|livres (sterling) par jour|livres (sterling) par jour
http://snomed.info/id/224919006|http://www.w3.org/2004/02/skos/core#prefLabel|pounds (sterling) per hour|livres (sterling) par heure|livres (sterling) par heure
http://snomed.info/id/224920000|http://www.w3.org/2004/02/skos/core#prefLabel|pounds (sterling) per month|livres (sterling) par mois|livres (sterling) par mois
http://snomed.info/id/224921001|http://www.w3.org/2004/02/skos/core#prefLabel|pounds (sterling) per week|livres (sterling) par semaine|livres (sterling) par semaine
http://snomed.info/id/224930009|http://www.w3.org/2004/02/skos/core#prefLabel|Services|services|services
http://snomed.info/id/224941006|http://www.w3.org/2004/02/skos/core#prefLabel|Wooden|bois|bois
http://snomed.info/id/224942004|http://www.w3.org/2004/02/skos/core#prefLabel|Entitlements, legal, financial|avantages, légaux, financiers.|avantages, légaux, financiers
http://snomed.info/id/224943009|http://www.w3.org/2004/02/skos/core#prefLabel|Night and day|nuit et jour.|nuit et jour
http://snomed.info/id/224944003|http://www.w3.org/2004/02/skos/core#prefLabel|Paternal|paternel|paternel
http://snomed.info/id/225750008|http://www.w3.org/2004/02/skos/core#prefLabel|Every two hours|toutes les deux heures|les deux heures entière
http://snomed.info/id/225750008|http://www.w3.org/2004/02/skos/core#altLabel|2 hourly|deux heures|les deux heures
http://snomed.info/id/225750008|http://www.w3.org/2004/02/skos/core#altLabel|Two hourly|deux heures|les deux heures
http://snomed.info/id/225751007|http://www.w3.org/2004/02/skos/core#prefLabel|Two to three times a week|deux à trois fois par semaine|les deux à trois fois par semaine
http://snomed.info/id/225751007|http://www.w3.org/2004/02/skos/core#altLabel|2-3 times a week|deux à trois fois par semaine|les deux à trois fois par semaine
http://snomed.info/id/225752000|http://www.w3.org/2004/02/skos/core#prefLabel|Every two to four hours|toutes les deux à quatre heures|les deux à quatre heures entière
http://snomed.info/id/225752000|http://www.w3.org/2004/02/skos/core#altLabel|2-4 hourly|2-4 heures|2-4 heures
http://snomed.info/id/225752000|http://www.w3.org/2004/02/skos/core#altLabel|Every 2 to 4 hours|toutes les 2 à 4 heures|2 à 4 heures entière
http://snomed.info/id/225752000|http://www.w3.org/2004/02/skos/core#altLabel|Two to four hourly|deux à quatre heures|les deux à quatre heures
http://snomed.info/id/225753005|http://www.w3.org/2004/02/skos/core#prefLabel|Every three hours|toutes les trois heures|trois heures entière
http://snomed.info/id/225753005|http://www.w3.org/2004/02/skos/core#altLabel|3 hourly|trois heures|trois heures
http://snomed.info/id/225753005|http://www.w3.org/2004/02/skos/core#altLabel|Every 3 hours|toutes les trois heures|trois heures entière
http://snomed.info/id/225753005|http://www.w3.org/2004/02/skos/core#altLabel|Three hourly|trois heures|trois heures
http://snomed.info/id/225754004|http://www.w3.org/2004/02/skos/core#prefLabel|Every three to four hours|toutes les trois à quatre heures|trois à quatre heures entière
http://snomed.info/id/225754004|http://www.w3.org/2004/02/skos/core#altLabel|3-4 hourly|3-4 heures|3-4 heures
http://snomed.info/id/225754004|http://www.w3.org/2004/02/skos/core#altLabel|Three to four hourly|trois à quatre heures|trois à quatre heures
http://snomed.info/id/225756002|http://www.w3.org/2004/02/skos/core#prefLabel|Every four hours|toutes les quatre heures|quatre heures entière
http://snomed.info/id/225756002|http://www.w3.org/2004/02/skos/core#altLabel|Every 4 hours|toutes les 4 heures|4 heures entière
http://snomed.info/id/225756002|http://www.w3.org/2004/02/skos/core#altLabel|Four hourly|quatre heures|quatre heures
http://snomed.info/id/225756002|http://www.w3.org/2004/02/skos/core#altLabel|q4h - Every four hours|q4h - toutes les quatre heures|q4h - quatre heures entière
http://snomed.info/id/225756002|http://www.w3.org/2004/02/skos/core#altLabel|qqh - quarta quaque hora|qqh - quarta quaque hora|qqh - quarta quaque hora
http://snomed.info/id/225757006|http://www.w3.org/2004/02/skos/core#prefLabel|Every four to six hours|toutes les quatre à six heures|quatre à six heures entière
http://snomed.info/id/225757006|http://www.w3.org/2004/02/skos/core#altLabel|4-6 hourly|4-6 heures|4-6 heures
http://snomed.info/id/225757006|http://www.w3.org/2004/02/skos/core#altLabel|Every 4 to 6 hours|toutes les 4 à 6 heures|4 à 6 heures entière
http://snomed.info/id/225757006|http://www.w3.org/2004/02/skos/core#altLabel|Four to six hourly|quatre à six heures|quatre à six heures
http://snomed.info/id/225757006|http://www.w3.org/2004/02/skos/core#altLabel|q4-6hr|q4-6hr|q4-6hr
http://snomed.info/id/225758001|http://www.w3.org/2004/02/skos/core#prefLabel|After food|après la nourriture|après la nourriture
http://snomed.info/id/225759009|http://www.w3.org/2004/02/skos/core#prefLabel|After menstrual period|après la période menstruelle|après la période menstruelle
http://snomed.info/id/225760004|http://www.w3.org/2004/02/skos/core#prefLabel|Alternate days|jours alternés|jours alternés
http://snomed.info/id/225760004|http://www.w3.org/2004/02/skos/core#altLabel|Every other day|tous les deux jours|les deux jours entier
http://snomed.info/id/225761000|http://www.w3.org/2004/02/skos/core#prefLabel|As required|au besoin|au besoin
http://snomed.info/id/225761000|http://www.w3.org/2004/02/skos/core#altLabel|PRN|pRN|PRN
http://snomed.info/id/225761000|http://www.w3.org/2004/02/skos/core#altLabel|PRN - As required|pRN - comme requis|PRN - comme requis
http://snomed.info/id/225761000|http://www.w3.org/2004/02/skos/core#altLabel|When required|lorsque nécessaire|lorsque nécessaire
http://snomed.info/id/225761000|http://www.w3.org/2004/02/skos/core#altLabel|prn|prn.|Prn
http://snomed.info/id/225761000|http://www.w3.org/2004/02/skos/core#altLabel|prn - When required|prn - lorsque nécessaire|Prn - lorsque nécessaire
http://snomed.info/id/225762007|http://www.w3.org/2004/02/skos/core#prefLabel|At the end of the day|a la fin de la journée.|a la fin de la journée
http://snomed.info/id/225763002|http://www.w3.org/2004/02/skos/core#prefLabel|During feed|pendant l'alimentation|pendant l'alimentation
http://snomed.info/id/225764008|http://www.w3.org/2004/02/skos/core#prefLabel|Every ten minutes|toutes les dix minutes|dix minutes entière
http://snomed.info/id/225764008|http://www.w3.org/2004/02/skos/core#altLabel|Every 10 minutes|toutes les 10 minutes|10 minutes entière
http://snomed.info/id/225764008|http://www.w3.org/2004/02/skos/core#altLabel|q 10 min|q 10 min|q 10 min
http://snomed.info/id/225765009|http://www.w3.org/2004/02/skos/core#prefLabel|Every fifteen minutes|toutes les quinze minutes|quinze minutes entière
http://snomed.info/id/225765009|http://www.w3.org/2004/02/skos/core#altLabel|Every 15 minutes|toutes les 15 minutes|15 minutes entière
http://snomed.info/id/225765009|http://www.w3.org/2004/02/skos/core#altLabel|Quarter-hourly|quart-heure|quart-heure
http://snomed.info/id/225766005|http://www.w3.org/2004/02/skos/core#prefLabel|Every minute|chaque minute|chaque minute
http://snomed.info/id/225767001|http://www.w3.org/2004/02/skos/core#prefLabel|Every thirty minutes|toutes les trente minutes|trente minutes entière
http://snomed.info/id/225767001|http://www.w3.org/2004/02/skos/core#altLabel|Every 30 minutes|toutes les 30 minutes|30 minutes entière
http://snomed.info/id/225767001|http://www.w3.org/2004/02/skos/core#altLabel|Half-hourly|demi-heure|demi-heure
http://snomed.info/id/225768006|http://www.w3.org/2004/02/skos/core#prefLabel|Hourly|horaire|horaire
http://snomed.info/id/225768006|http://www.w3.org/2004/02/skos/core#altLabel|Every hour|chaque heure|chaque heure
http://snomed.info/id/225769003|http://www.w3.org/2004/02/skos/core#prefLabel|Once a week|une fois par semaine|une fois par semaine
http://snomed.info/id/225769003|http://www.w3.org/2004/02/skos/core#altLabel|Once weekly|une fois par semaine|une fois par semaine
http://snomed.info/id/225773000|http://www.w3.org/2004/02/skos/core#prefLabel|Preferences|préférences|préférences
http://snomed.info/id/225780003|http://www.w3.org/2004/02/skos/core#prefLabel|Sublingual|sublingual|sublingual
http://snomed.info/id/225865003|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for burial|préférence pour l'inhumation|préférence pour l'inhumation
http://snomed.info/id/225866002|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for cremation|préférence pour la crémation|préférence pour la crémation
http://snomed.info/id/225867006|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for disposal of ashes|préférence pour l'élimination des cendres|préférence pour l'élimination des cendres
http://snomed.info/id/225868001|http://www.w3.org/2004/02/skos/core#prefLabel|Preference to be present at time of death|la préférence pour être présent au moment du décès.|préférence pour être présent au moment du décès
http://snomed.info/id/225869009|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for location of deceased baby|préférence pour l'emplacement du bébé décédé.|préférence pour l'emplacement du bébé décédé
http://snomed.info/id/225870005|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for informing others of terminal diagnosis|préférence pour informer les autres sur le diagnostic terminal.|préférence pour informer les autres sur le diagnostic terminal
http://snomed.info/id/22601002|http://www.w3.org/2004/02/skos/core#prefLabel|Light (weight)|lumière (poids)|lumière (poids)
http://snomed.info/id/226014002|http://www.w3.org/2004/02/skos/core#prefLabel|PAMS concepts|concepts pAMS.|concepts PAMS
http://snomed.info/id/226028008|http://www.w3.org/2004/02/skos/core#prefLabel|Duration of individual treatment|durée du traitement individuel|durée du traitement individuel
http://snomed.info/id/22717001|http://www.w3.org/2004/02/skos/core#prefLabel|No pretension for|pas de prétension pour|pas de prétension pour
http://snomed.info/id/22717001|http://www.w3.org/2004/02/skos/core#altLabel|No pretense for|pas de prétense pour|pas de prétense pour
http://snomed.info/id/22717001|http://www.w3.org/2004/02/skos/core#altLabel|No pretension for (contextual qualifier)|pas de prétension pour (qualificatif contextuel)|pas de prétension pour (qualificatif contextuel)
http://snomed.info/id/2275002|http://www.w3.org/2004/02/skos/core#prefLabel|Compressed air|air comprimé|air comprimé
http://snomed.info/id/22762002|http://www.w3.org/2004/02/skos/core#prefLabel|Non-invasive|non invasif|non-invasif
http://snomed.info/id/228654009|http://www.w3.org/2004/02/skos/core#prefLabel|Media|média|média
http://snomed.info/id/228655005|http://www.w3.org/2004/02/skos/core#prefLabel|Inanimate media|milieux inanimés|milieux inanimés
http://snomed.info/id/228785007|http://www.w3.org/2004/02/skos/core#prefLabel|Patient dimensions|dimensions du patient|dimensions du patient
http://snomed.info/id/228786008|http://www.w3.org/2004/02/skos/core#prefLabel|Anteroposterior measurement of patient|la mesure antéropostérieure du patient.|mesure antéropostérieure du patient
http://snomed.info/id/228786008|http://www.w3.org/2004/02/skos/core#altLabel|Anteroposterior diameter of patient|diamètre antéropostérieur du patient|diamètre antéropostérieur du patient
http://snomed.info/id/228787004|http://www.w3.org/2004/02/skos/core#prefLabel|Lateral diameter of patient|diamètre latéral du patient|diamètre latéral du patient
http://snomed.info/id/228864003|http://www.w3.org/2004/02/skos/core#prefLabel|Duration of course of treatment|durée du traitement.|durée du traitement
http://snomed.info/id/228870009|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of dietetics and nutrition|unité de diététique et de nutrition.|unité de diététique et de nutrition
http://snomed.info/id/228871008|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of dietary equivalents|unité d'équivalent alimentaire|unité d'équivalent alimentaire
http://snomed.info/id/228872001|http://www.w3.org/2004/02/skos/core#prefLabel|mEq/kg body weight|mEq / kg poids corporel|mEq/kg poids corporel
http://snomed.info/id/228872001|http://www.w3.org/2004/02/skos/core#altLabel|Milliequivalents/kg body weight|milliéquivalent / kg poids corporel|milliéquivalent/kg poids corporel
http://snomed.info/id/228872001|http://www.w3.org/2004/02/skos/core#altLabel|Milliequivalents/kilogram body weight|milliéquivalent / kilogramme de poids corporel|milliéquivalent/kilogramme de poids corporel
http://snomed.info/id/228872001|http://www.w3.org/2004/02/skos/core#altLabel|milliequivalents/kg body weight|milliéquivalent / kg poids corporel|milliéquivalent/kg poids corporel
http://snomed.info/id/228873006|http://www.w3.org/2004/02/skos/core#prefLabel|mg alpha-tocopherol equivalents/kg body weight|mg d'équivalent d'alpha-tocophérol / kg de poids corporel|mg d'équivalent d'alpha-tocophérol/kg de poids corporel
http://snomed.info/id/228874000|http://www.w3.org/2004/02/skos/core#prefLabel|mg alpha-tocopherol equivalents/day|mg d'équivalent d'alpha-tocophérol par jour|mg d'équivalent d'alpha-tocophérol par jour
http://snomed.info/id/228875004|http://www.w3.org/2004/02/skos/core#prefLabel|nicotinic acid equivalents/day|équivalent d'acide nicotinique / jour|équivalent d'acide nicotinique/jour
http://snomed.info/id/228876003|http://www.w3.org/2004/02/skos/core#prefLabel|nicotinic acid equivalents/kg body weight|équivalent d'acide nicotinique / kg de poids corporel|équivalent d'acide nicotinique/kg de poids corporel
http://snomed.info/id/228877007|http://www.w3.org/2004/02/skos/core#prefLabel|Retinol equivalents|équivalents de rétinol|équivalents de rétinol
http://snomed.info/id/228878002|http://www.w3.org/2004/02/skos/core#prefLabel|ug retinol equivalents/day|équivalent / jour d'ug de rétinol|équivalent/jour d'ug de rétinol
http://snomed.info/id/228878002|http://www.w3.org/2004/02/skos/core#altLabel|Micrograms retinol equivalents/day|microgrammes d'équivalent de rétinol par jour|microgrammes d'équivalent de rétinol par jour
http://snomed.info/id/228879005|http://www.w3.org/2004/02/skos/core#prefLabel|ug retinol equivalents/kg body weight|ug équivalents de rétinol / kg de poids corporel|ug équivalents de rétinol/kg de poids corporel
http://snomed.info/id/228879005|http://www.w3.org/2004/02/skos/core#altLabel|Micrograms retinol equivalents/kilogram body weight|microgrammes d'équivalents de rétinol / kilogramme de poids corporel|microgrammes d'équivalents de rétinol/kilogramme de poids corporel
http://snomed.info/id/228880008|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of dietary exchange|unité d'échange alimentaire|unité d'échange alimentaire
http://snomed.info/id/228881007|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of dietary protein exchange|unité d'échange protéique alimentaire.|unité d'échange protéique alimentaire
http://snomed.info/id/228882000|http://www.w3.org/2004/02/skos/core#prefLabel|2g protein exchanges/day|deux grammes d'échanges protéiques par jour.|les deux grammes d'échanges protéiques par jour
http://snomed.info/id/228883005|http://www.w3.org/2004/02/skos/core#prefLabel|6g protein exchanges/day|six grammes d'échanges protéiques par jour.|six grammes d'échanges protéiques par jour
http://snomed.info/id/228884004|http://www.w3.org/2004/02/skos/core#prefLabel|7g protein exchanges/day|sept grammes d'échanges protéiques par jour.|sept grammes d'échanges protéiques par jour
http://snomed.info/id/228885003|http://www.w3.org/2004/02/skos/core#prefLabel|2g protein exchanges/kg body weight|2 g d'échanges protéiques / kg de poids corporel|2 g d'échanges protéiques/kg de poids corporel
http://snomed.info/id/228886002|http://www.w3.org/2004/02/skos/core#prefLabel|6g protein exchanges/kg body weight|6g échanges protéiques / kg de poids corporel|6g échanges protéiques/kg de poids corporel
http://snomed.info/id/228887006|http://www.w3.org/2004/02/skos/core#prefLabel|7g protein exchanges/kg body weight|7 g d'échanges protéiques / kg de poids corporel|7 g d'échanges protéiques/kg de poids corporel
http://snomed.info/id/228888001|http://www.w3.org/2004/02/skos/core#prefLabel|2g protein exchanges/meal|deux g d'échanges protéiques / repas.|les deux g d'échanges protéiques/repas
