uri|property|term
http://snomed.info/id/255300001|http://www.w3.org/2004/02/skos/core#prefLabel|épuisé
http://snomed.info/id/255301002|http://www.w3.org/2004/02/skos/core#prefLabel|classique
http://snomed.info/id/255302009|http://www.w3.org/2004/02/skos/core#prefLabel|compliqué
http://snomed.info/id/255303004|http://www.w3.org/2004/02/skos/core#prefLabel|destructeur
http://snomed.info/id/255307003|http://www.w3.org/2004/02/skos/core#prefLabel|à demeure
http://snomed.info/id/255308008|http://www.w3.org/2004/02/skos/core#prefLabel|lytique
http://snomed.info/id/255309000|http://www.w3.org/2004/02/skos/core#prefLabel|migratoire
http://snomed.info/id/255310005|http://www.w3.org/2004/02/skos/core#prefLabel|nécrosant
http://snomed.info/id/255314001|http://www.w3.org/2004/02/skos/core#prefLabel|progressif
http://snomed.info/id/255315000|http://www.w3.org/2004/02/skos/core#prefLabel|prurigineux
http://snomed.info/id/255321001|http://www.w3.org/2004/02/skos/core#prefLabel|ulcéreux(-se)
http://snomed.info/id/255321001|http://www.w3.org/2004/02/skos/core#altLabel|ulcérant(e)
http://snomed.info/id/255321001|http://www.w3.org/2004/02/skos/core#altLabel|ulcératif(-ve)
http://snomed.info/id/255321001|http://www.w3.org/2004/02/skos/core#altLabel|ulcéreux
http://snomed.info/id/255322008|http://www.w3.org/2004/02/skos/core#prefLabel|verruqueux
http://snomed.info/id/255323003|http://www.w3.org/2004/02/skos/core#prefLabel|stationnaire
http://snomed.info/id/255326006|http://www.w3.org/2004/02/skos/core#prefLabel|akinétique
http://snomed.info/id/255327002|http://www.w3.org/2004/02/skos/core#prefLabel|ambulatoire
http://snomed.info/id/255328007|http://www.w3.org/2004/02/skos/core#prefLabel|auditif
http://snomed.info/id/255331008|http://www.w3.org/2004/02/skos/core#prefLabel|qualité d'une sensation : rupture
http://snomed.info/id/255332001|http://www.w3.org/2004/02/skos/core#prefLabel|congru
http://snomed.info/id/255333006|http://www.w3.org/2004/02/skos/core#prefLabel|conventionnel
http://snomed.info/id/255334000|http://www.w3.org/2004/02/skos/core#prefLabel|couvert
http://snomed.info/id/255338002|http://www.w3.org/2004/02/skos/core#prefLabel|dépendance
http://snomed.info/id/255339005|http://www.w3.org/2004/02/skos/core#prefLabel|abaissement - mouvement
http://snomed.info/id/255340007|http://www.w3.org/2004/02/skos/core#prefLabel|dyskinétique
http://snomed.info/id/255342004|http://www.w3.org/2004/02/skos/core#prefLabel|plénitude
http://snomed.info/id/255343009|http://www.w3.org/2004/02/skos/core#prefLabel|graduel
http://snomed.info/id/255345002|http://www.w3.org/2004/02/skos/core#prefLabel|hémorragique
http://snomed.info/id/255346001|http://www.w3.org/2004/02/skos/core#prefLabel|hétérologue
http://snomed.info/id/255347005|http://www.w3.org/2004/02/skos/core#prefLabel|creux
http://snomed.info/id/255349008|http://www.w3.org/2004/02/skos/core#prefLabel|olfactif
http://snomed.info/id/255350008|http://www.w3.org/2004/02/skos/core#prefLabel|indolore
http://snomed.info/id/255352000|http://www.w3.org/2004/02/skos/core#prefLabel|qualité d'une sensation : éclatement
http://snomed.info/id/255353005|http://www.w3.org/2004/02/skos/core#prefLabel|qualité d'une sensation : picotement
http://snomed.info/id/255354004|http://www.w3.org/2004/02/skos/core#prefLabel|qualité d'une sensation : piquant
http://snomed.info/id/255355003|http://www.w3.org/2004/02/skos/core#prefLabel|primaire et permanent
http://snomed.info/id/255356002|http://www.w3.org/2004/02/skos/core#prefLabel|pulsatile
http://snomed.info/id/255357006|http://www.w3.org/2004/02/skos/core#prefLabel|tranquille
http://snomed.info/id/255358001|http://www.w3.org/2004/02/skos/core#prefLabel|rapide
http://snomed.info/id/255359009|http://www.w3.org/2004/02/skos/core#prefLabel|réductible
http://snomed.info/id/255360004|http://www.w3.org/2004/02/skos/core#prefLabel|réverbération
http://snomed.info/id/255361000|http://www.w3.org/2004/02/skos/core#prefLabel|lent
http://snomed.info/id/255362007|http://www.w3.org/2004/02/skos/core#prefLabel|subjectif
http://snomed.info/id/255363002|http://www.w3.org/2004/02/skos/core#prefLabel|soudain
http://snomed.info/id/255364008|http://www.w3.org/2004/02/skos/core#prefLabel|qualité d'une sensation : chatouillement
http://snomed.info/id/255365009|http://www.w3.org/2004/02/skos/core#prefLabel|qualité d'une sensation : serrement
http://snomed.info/id/255366005|http://www.w3.org/2004/02/skos/core#prefLabel|tintement
http://snomed.info/id/255367001|http://www.w3.org/2004/02/skos/core#prefLabel|sans aide
http://snomed.info/id/255368006|http://www.w3.org/2004/02/skos/core#prefLabel|découvert
http://snomed.info/id/255369003|http://www.w3.org/2004/02/skos/core#prefLabel|non contrôlé
http://snomed.info/id/255370002|http://www.w3.org/2004/02/skos/core#prefLabel|insatisfaisant
http://snomed.info/id/255371003|http://www.w3.org/2004/02/skos/core#prefLabel|non stimulé
http://snomed.info/id/255372005|http://www.w3.org/2004/02/skos/core#prefLabel|variable
http://snomed.info/id/255373000|http://www.w3.org/2004/02/skos/core#prefLabel|verbal
http://snomed.info/id/255374006|http://www.w3.org/2004/02/skos/core#prefLabel|visuel
http://snomed.info/id/255375007|http://www.w3.org/2004/02/skos/core#prefLabel|volontaire
http://snomed.info/id/255376008|http://www.w3.org/2004/02/skos/core#prefLabel|vortex
http://snomed.info/id/255378009|http://www.w3.org/2004/02/skos/core#prefLabel|anévrysmal
http://snomed.info/id/255379001|http://www.w3.org/2004/02/skos/core#prefLabel|autologue
http://snomed.info/id/255380003|http://www.w3.org/2004/02/skos/core#prefLabel|excentrique
http://snomed.info/id/255383001|http://www.w3.org/2004/02/skos/core#prefLabel|extrêmement sensible
http://snomed.info/id/255385008|http://www.w3.org/2004/02/skos/core#prefLabel|hypocinétique
http://snomed.info/id/255386009|http://www.w3.org/2004/02/skos/core#prefLabel|immunitaire
http://snomed.info/id/255388005|http://www.w3.org/2004/02/skos/core#prefLabel|bouge avec la respiration
http://snomed.info/id/255389002|http://www.w3.org/2004/02/skos/core#prefLabel|ne bouge pas avec la respiration
http://snomed.info/id/255390006|http://www.w3.org/2004/02/skos/core#prefLabel|incongru
http://snomed.info/id/255393008|http://www.w3.org/2004/02/skos/core#prefLabel|dispersé
http://snomed.info/id/255394002|http://www.w3.org/2004/02/skos/core#prefLabel|comportement ritualiste
http://snomed.info/id/255395001|http://www.w3.org/2004/02/skos/core#prefLabel|origines
http://snomed.info/id/255396000|http://www.w3.org/2004/02/skos/core#prefLabel|acquis
http://snomed.info/id/255398004|http://www.w3.org/2004/02/skos/core#prefLabel|enfance
http://snomed.info/id/255399007|http://www.w3.org/2004/02/skos/core#prefLabel|congénital
http://snomed.info/id/255400000|http://www.w3.org/2004/02/skos/core#prefLabel|extrinsèque
http://snomed.info/id/255401001|http://www.w3.org/2004/02/skos/core#prefLabel|familial
http://snomed.info/id/255403003|http://www.w3.org/2004/02/skos/core#prefLabel|efficacité
http://snomed.info/id/255404009|http://www.w3.org/2004/02/skos/core#prefLabel|héréditaire
http://snomed.info/id/255406006|http://www.w3.org/2004/02/skos/core#prefLabel|intrinsèque
http://snomed.info/id/255407002|http://www.w3.org/2004/02/skos/core#prefLabel|néonatal
http://snomed.info/id/255408007|http://www.w3.org/2004/02/skos/core#prefLabel|non puerpéral
http://snomed.info/id/255412001|http://www.w3.org/2004/02/skos/core#prefLabel|apparences
http://snomed.info/id/255414000|http://www.w3.org/2004/02/skos/core#prefLabel|acral
http://snomed.info/id/255419005|http://www.w3.org/2004/02/skos/core#prefLabel|foncé
http://snomed.info/id/255421000|http://www.w3.org/2004/02/skos/core#prefLabel|exzémateux
http://snomed.info/id/255422007|http://www.w3.org/2004/02/skos/core#prefLabel|éléphantiasique
http://snomed.info/id/255423002|http://www.w3.org/2004/02/skos/core#prefLabel|fibreux
http://snomed.info/id/255424008|http://www.w3.org/2004/02/skos/core#prefLabel|hyperkératosique
http://snomed.info/id/255425009|http://www.w3.org/2004/02/skos/core#prefLabel|ichtyosiforme
http://snomed.info/id/255426005|http://www.w3.org/2004/02/skos/core#prefLabel|ischémique
http://snomed.info/id/255427001|http://www.w3.org/2004/02/skos/core#prefLabel|kératosique
http://snomed.info/id/255428006|http://www.w3.org/2004/02/skos/core#prefLabel|lentigineux
http://snomed.info/id/255430008|http://www.w3.org/2004/02/skos/core#prefLabel|micacé
http://snomed.info/id/255431007|http://www.w3.org/2004/02/skos/core#prefLabel|morbilliforme
http://snomed.info/id/255432000|http://www.w3.org/2004/02/skos/core#prefLabel|mosaïque
http://snomed.info/id/255433005|http://www.w3.org/2004/02/skos/core#prefLabel|muqueux
http://snomed.info/id/255434004|http://www.w3.org/2004/02/skos/core#prefLabel|nævoïde
http://snomed.info/id/255435003|http://www.w3.org/2004/02/skos/core#prefLabel|non bulleux
http://snomed.info/id/255437006|http://www.w3.org/2004/02/skos/core#prefLabel|ophiasique
http://snomed.info/id/255438001|http://www.w3.org/2004/02/skos/core#prefLabel|papuleux
http://snomed.info/id/255439009|http://www.w3.org/2004/02/skos/core#prefLabel|pityriasiforme
http://snomed.info/id/255441005|http://www.w3.org/2004/02/skos/core#prefLabel|pustuleux
http://snomed.info/id/255442003|http://www.w3.org/2004/02/skos/core#prefLabel|réticulaire
http://snomed.info/id/255443008|http://www.w3.org/2004/02/skos/core#prefLabel|rubéoliforme
http://snomed.info/id/255446000|http://www.w3.org/2004/02/skos/core#prefLabel|sutural
http://snomed.info/id/255447009|http://www.w3.org/2004/02/skos/core#prefLabel|zostériforme
http://snomed.info/id/255448004|http://www.w3.org/2004/02/skos/core#prefLabel|granulomateux
http://snomed.info/id/255451006|http://www.w3.org/2004/02/skos/core#prefLabel|vascularisé
http://snomed.info/id/255455002|http://www.w3.org/2004/02/skos/core#prefLabel|perte épithéliale cornéenne
http://snomed.info/id/255459008|http://www.w3.org/2004/02/skos/core#prefLabel|flash
http://snomed.info/id/255463001|http://www.w3.org/2004/02/skos/core#prefLabel|technique de stimulation tétanique unique
http://snomed.info/id/255464007|http://www.w3.org/2004/02/skos/core#prefLabel|distributions
http://snomed.info/id/255465008|http://www.w3.org/2004/02/skos/core#prefLabel|concentrique
http://snomed.info/id/255466009|http://www.w3.org/2004/02/skos/core#prefLabel|en flexion
http://snomed.info/id/255467000|http://www.w3.org/2004/02/skos/core#prefLabel|sacrifice palpébral
http://snomed.info/id/255468005|http://www.w3.org/2004/02/skos/core#prefLabel|épargne palpébrale
http://snomed.info/id/255504006|http://www.w3.org/2004/02/skos/core#prefLabel|groupé
http://snomed.info/id/255505007|http://www.w3.org/2004/02/skos/core#prefLabel|sectoriel
http://snomed.info/id/255506008|http://www.w3.org/2004/02/skos/core#prefLabel|dimensions
http://snomed.info/id/255507004|http://www.w3.org/2004/02/skos/core#prefLabel|petit
http://snomed.info/id/255508009|http://www.w3.org/2004/02/skos/core#prefLabel|moyen
http://snomed.info/id/255509001|http://www.w3.org/2004/02/skos/core#prefLabel|grand
http://snomed.info/id/255511005|http://www.w3.org/2004/02/skos/core#prefLabel|long
http://snomed.info/id/255512003|http://www.w3.org/2004/02/skos/core#prefLabel|directions
http://snomed.info/id/255513008|http://www.w3.org/2004/02/skos/core#prefLabel|inverse
http://snomed.info/id/255518004|http://www.w3.org/2004/02/skos/core#prefLabel|vers le bas
http://snomed.info/id/255521002|http://www.w3.org/2004/02/skos/core#prefLabel|regard vers le bas
http://snomed.info/id/255529000|http://www.w3.org/2004/02/skos/core#prefLabel|dehors
http://snomed.info/id/255532002|http://www.w3.org/2004/02/skos/core#prefLabel|en haut
http://snomed.info/id/255533007|http://www.w3.org/2004/02/skos/core#prefLabel|regard vers le haut
http://snomed.info/id/255539006|http://www.w3.org/2004/02/skos/core#prefLabel|en arrière
http://snomed.info/id/255540008|http://www.w3.org/2004/02/skos/core#prefLabel|vers l'avant
http://snomed.info/id/255541007|http://www.w3.org/2004/02/skos/core#prefLabel|indirect
http://snomed.info/id/255544004|http://www.w3.org/2004/02/skos/core#prefLabel|degrés de certitude
http://snomed.info/id/255560000|http://www.w3.org/2004/02/skos/core#prefLabel|intraveineux
http://snomed.info/id/255561001|http://www.w3.org/2004/02/skos/core#prefLabel|médial
http://snomed.info/id/255581000|http://www.w3.org/2004/02/skos/core#prefLabel|position primaire
http://snomed.info/id/255583002|http://www.w3.org/2004/02/skos/core#prefLabel|technique de rétrusion mandibulaire
http://snomed.info/id/255586005|http://www.w3.org/2004/02/skos/core#prefLabel|moyenne
http://snomed.info/id/255587001|http://www.w3.org/2004/02/skos/core#prefLabel|pointe
http://snomed.info/id/255588006|http://www.w3.org/2004/02/skos/core#prefLabel|point minimal
http://snomed.info/id/255589003|http://www.w3.org/2004/02/skos/core#prefLabel|direct
http://snomed.info/id/255590007|http://www.w3.org/2004/02/skos/core#prefLabel|portée
http://snomed.info/id/255593009|http://www.w3.org/2004/02/skos/core#prefLabel|circonférentiel(le)
http://snomed.info/id/255593009|http://www.w3.org/2004/02/skos/core#altLabel|circonférentiel
http://snomed.info/id/255594003|http://www.w3.org/2004/02/skos/core#prefLabel|complet(-ète)
http://snomed.info/id/255594003|http://www.w3.org/2004/02/skos/core#altLabel|complet
http://snomed.info/id/255599008|http://www.w3.org/2004/02/skos/core#prefLabel|incomplet(-ète)
http://snomed.info/id/255599008|http://www.w3.org/2004/02/skos/core#altLabel|incomplet
http://snomed.info/id/255604002|http://www.w3.org/2004/02/skos/core#prefLabel|léger
http://snomed.info/id/255608004|http://www.w3.org/2004/02/skos/core#prefLabel|non circonférentiel(le)
http://snomed.info/id/255608004|http://www.w3.org/2004/02/skos/core#altLabel|non circonférentiel
http://snomed.info/id/255609007|http://www.w3.org/2004/02/skos/core#prefLabel|partiel(le)
http://snomed.info/id/255609007|http://www.w3.org/2004/02/skos/core#altLabel|partiel
http://snomed.info/id/255636009|http://www.w3.org/2004/02/skos/core#prefLabel|argyrie
http://snomed.info/id/255714004|http://www.w3.org/2004/02/skos/core#prefLabel|exposition accidentelle
http://snomed.info/id/255715003|http://www.w3.org/2004/02/skos/core#prefLabel|exposition thérapeutique
http://snomed.info/id/255765007|http://www.w3.org/2004/02/skos/core#prefLabel|fluide
http://snomed.info/id/25594002|http://www.w3.org/2004/02/skos/core#prefLabel|risque modéré de
http://snomed.info/id/256233002|http://www.w3.org/2004/02/skos/core#prefLabel|perfusion rectale d'une solution saline
http://snomed.info/id/256885008|http://www.w3.org/2004/02/skos/core#prefLabel|organe plein
http://snomed.info/id/256910006|http://www.w3.org/2004/02/skos/core#prefLabel|spécifique aux granulocytes
http://snomed.info/id/256913008|http://www.w3.org/2004/02/skos/core#prefLabel|séreux
http://snomed.info/id/25721003|http://www.w3.org/2004/02/skos/core#prefLabel|incipiens
http://snomed.info/id/25731005|http://www.w3.org/2004/02/skos/core#prefLabel|basket-ball
http://snomed.info/id/257390007|http://www.w3.org/2004/02/skos/core#prefLabel|statique
http://snomed.info/id/257408008|http://www.w3.org/2004/02/skos/core#prefLabel|en forme de beigne
http://snomed.info/id/257425005|http://www.w3.org/2004/02/skos/core#prefLabel|fond clair
http://snomed.info/id/257428007|http://www.w3.org/2004/02/skos/core#prefLabel|technique par sonde à manchon perfusé
http://snomed.info/id/257432001|http://www.w3.org/2004/02/skos/core#prefLabel|ligne de Ferry
http://snomed.info/id/257452000|http://www.w3.org/2004/02/skos/core#prefLabel|barre de Sbisa
http://snomed.info/id/257456002|http://www.w3.org/2004/02/skos/core#prefLabel|technique de la sphère solide
http://snomed.info/id/257459009|http://www.w3.org/2004/02/skos/core#prefLabel|ligne de Stocker
http://snomed.info/id/257460004|http://www.w3.org/2004/02/skos/core#prefLabel|balayage des barres de fréquence spatiale
http://snomed.info/id/257465009|http://www.w3.org/2004/02/skos/core#prefLabel|technique de plaque-base
http://snomed.info/id/257544000|http://www.w3.org/2004/02/skos/core#prefLabel|mécanismes
http://snomed.info/id/257545004|http://www.w3.org/2004/02/skos/core#prefLabel|décharge d'une arme
http://snomed.info/id/257546003|http://www.w3.org/2004/02/skos/core#prefLabel|décharge accidentelle d'une arme
http://snomed.info/id/257547007|http://www.w3.org/2004/02/skos/core#prefLabel|détonation retardée d'une arme
http://snomed.info/id/257548002|http://www.w3.org/2004/02/skos/core#prefLabel|mécanisme : barotraumatisme
http://snomed.info/id/257549005|http://www.w3.org/2004/02/skos/core#prefLabel|lésion chimique
http://snomed.info/id/257552002|http://www.w3.org/2004/02/skos/core#prefLabel|inflammation
http://snomed.info/id/257553007|http://www.w3.org/2004/02/skos/core#prefLabel|irritation
http://snomed.info/id/257556004|http://www.w3.org/2004/02/skos/core#prefLabel|chirurgie
http://snomed.info/id/257771002|http://www.w3.org/2004/02/skos/core#prefLabel|fixation d'un composant à l'aide de ciment
http://snomed.info/id/257777003|http://www.w3.org/2004/02/skos/core#prefLabel|inactivation chimique
http://snomed.info/id/257786008|http://www.w3.org/2004/02/skos/core#prefLabel|action : cryothérapie
http://snomed.info/id/257791009|http://www.w3.org/2004/02/skos/core#prefLabel|action : dessiccation
http://snomed.info/id/257806004|http://www.w3.org/2004/02/skos/core#prefLabel|dissection rapprochée du rectum
http://snomed.info/id/257822003|http://www.w3.org/2004/02/skos/core#prefLabel|extraction extracapsulaire
http://snomed.info/id/257857000|http://www.w3.org/2004/02/skos/core#prefLabel|galvanisation
http://snomed.info/id/257867005|http://www.w3.org/2004/02/skos/core#prefLabel|action : insertion
http://snomed.info/id/257872001|http://www.w3.org/2004/02/skos/core#prefLabel|troubles publics
http://snomed.info/id/257873006|http://www.w3.org/2004/02/skos/core#prefLabel|guerre internationale
http://snomed.info/id/257874000|http://www.w3.org/2004/02/skos/core#prefLabel|guerre civile
http://snomed.info/id/257875004|http://www.w3.org/2004/02/skos/core#prefLabel|rébellion
http://snomed.info/id/257876003|http://www.w3.org/2004/02/skos/core#prefLabel|émeute
http://snomed.info/id/257877007|http://www.w3.org/2004/02/skos/core#prefLabel|terrorisme
http://snomed.info/id/257878002|http://www.w3.org/2004/02/skos/core#prefLabel|action : chavirement
http://snomed.info/id/257880008|http://www.w3.org/2004/02/skos/core#prefLabel|action: localisation
http://snomed.info/id/257884004|http://www.w3.org/2004/02/skos/core#prefLabel|action : immobilisation
http://snomed.info/id/257885003|http://www.w3.org/2004/02/skos/core#prefLabel|action : occlusion
http://snomed.info/id/257893003|http://www.w3.org/2004/02/skos/core#prefLabel|action: pression
http://snomed.info/id/257893003|http://www.w3.org/2004/02/skos/core#altLabel|action : pression
http://snomed.info/id/257894009|http://www.w3.org/2004/02/skos/core#prefLabel|pression à une seule main
http://snomed.info/id/257895005|http://www.w3.org/2004/02/skos/core#prefLabel|pression à deux mains
http://snomed.info/id/257897002|http://www.w3.org/2004/02/skos/core#prefLabel|action : réalignement
http://snomed.info/id/257903006|http://www.w3.org/2004/02/skos/core#prefLabel|action : réparation
http://snomed.info/id/257912008|http://www.w3.org/2004/02/skos/core#prefLabel|action : rotation
http://snomed.info/id/257915005|http://www.w3.org/2004/02/skos/core#prefLabel|action : échantillonnage
http://snomed.info/id/257928003|http://www.w3.org/2004/02/skos/core#prefLabel|segmentation
http://snomed.info/id/257932009|http://www.w3.org/2004/02/skos/core#prefLabel|technique de suture directe
http://snomed.info/id/257933004|http://www.w3.org/2004/02/skos/core#prefLabel|action : tamponnement
http://snomed.info/id/257935006|http://www.w3.org/2004/02/skos/core#prefLabel|action : réduction progressive
http://snomed.info/id/257940003|http://www.w3.org/2004/02/skos/core#prefLabel|action : transposition
http://snomed.info/id/257958009|http://www.w3.org/2004/02/skos/core#prefLabel|partie d'une intervention à multiples étapes
http://snomed.info/id/258005004|http://www.w3.org/2004/02/skos/core#prefLabel|accélérométrie
http://snomed.info/id/258006003|http://www.w3.org/2004/02/skos/core#prefLabel|méthode acidimétrique
http://snomed.info/id/258009005|http://www.w3.org/2004/02/skos/core#prefLabel|technique de la chambre de Boyden
http://snomed.info/id/258010000|http://www.w3.org/2004/02/skos/core#prefLabel|manométrie à l'aide d'un cathéter à embout
http://snomed.info/id/258011001|http://www.w3.org/2004/02/skos/core#prefLabel|technique de l'échiquier
http://snomed.info/id/258012008|http://www.w3.org/2004/02/skos/core#prefLabel|microscopie confocale à balayage laser en fluorescence
http://snomed.info/id/258013003|http://www.w3.org/2004/02/skos/core#prefLabel|manométrie conventionnelle
http://snomed.info/id/258014009|http://www.w3.org/2004/02/skos/core#prefLabel|dilution et colorimétrie
http://snomed.info/id/258018007|http://www.w3.org/2004/02/skos/core#prefLabel|mesure de la bouteille de drainage
http://snomed.info/id/258019004|http://www.w3.org/2004/02/skos/core#prefLabel|mesure du drainage
http://snomed.info/id/258021009|http://www.w3.org/2004/02/skos/core#prefLabel|test de coloration
http://snomed.info/id/258025000|http://www.w3.org/2004/02/skos/core#prefLabel|épreuve d'immunotransfert à médiation enzymatique
http://snomed.info/id/258026004|http://www.w3.org/2004/02/skos/core#prefLabel|méthode enzymatique
http://snomed.info/id/258027008|http://www.w3.org/2004/02/skos/core#prefLabel|méthode d'équilibration
http://snomed.info/id/258030001|http://www.w3.org/2004/02/skos/core#prefLabel|méthode gradient
http://snomed.info/id/258031002|http://www.w3.org/2004/02/skos/core#prefLabel|technique d'inspiration unique d'hélium
http://snomed.info/id/258033004|http://www.w3.org/2004/02/skos/core#prefLabel|technique à l'hélium en régime stable
http://snomed.info/id/258034005|http://www.w3.org/2004/02/skos/core#prefLabel|dilution à l'hélium
http://snomed.info/id/258035006|http://www.w3.org/2004/02/skos/core#prefLabel|chromatographie en phase liquide à haute pression
http://snomed.info/id/258036007|http://www.w3.org/2004/02/skos/core#prefLabel|immunobuvardage
http://snomed.info/id/258037003|http://www.w3.org/2004/02/skos/core#prefLabel|immunoradiométrie
http://snomed.info/id/258038008|http://www.w3.org/2004/02/skos/core#prefLabel|méthode de dilution d'un indicateur
http://snomed.info/id/258039000|http://www.w3.org/2004/02/skos/core#prefLabel|méthode iodométrique
http://snomed.info/id/258041004|http://www.w3.org/2004/02/skos/core#prefLabel|typage des isoenzymes
http://snomed.info/id/258044007|http://www.w3.org/2004/02/skos/core#prefLabel|typage par lectine
http://snomed.info/id/258045008|http://www.w3.org/2004/02/skos/core#prefLabel|typage de lipopolysaccharide
http://snomed.info/id/258048005|http://www.w3.org/2004/02/skos/core#prefLabel|méthode microbiologique
http://snomed.info/id/258049002|http://www.w3.org/2004/02/skos/core#prefLabel|protocoles
http://snomed.info/id/258050002|http://www.w3.org/2004/02/skos/core#prefLabel|protocole scandinave
http://snomed.info/id/258051003|http://www.w3.org/2004/02/skos/core#prefLabel|protocole triangulaire
http://snomed.info/id/258052005|http://www.w3.org/2004/02/skos/core#prefLabel|protocole de Wingate
http://snomed.info/id/258054006|http://www.w3.org/2004/02/skos/core#prefLabel|remplissage naturel
http://snomed.info/id/258055007|http://www.w3.org/2004/02/skos/core#prefLabel|technique utilisant la nitrocéfine
http://snomed.info/id/258056008|http://www.w3.org/2004/02/skos/core#prefLabel|rinçage de l'azote
http://snomed.info/id/258059001|http://www.w3.org/2004/02/skos/core#prefLabel|stimulation pharmacologique
http://snomed.info/id/258060006|http://www.w3.org/2004/02/skos/core#prefLabel|phénotypage
http://snomed.info/id/258063008|http://www.w3.org/2004/02/skos/core#prefLabel|otoscopie pneumatique
http://snomed.info/id/258065001|http://www.w3.org/2004/02/skos/core#prefLabel|précipitation au polyéthylène glycol
http://snomed.info/id/258066000|http://www.w3.org/2004/02/skos/core#prefLabel|technique d'amplification en chaîne par polymérase
http://snomed.info/id/258066000|http://www.w3.org/2004/02/skos/core#altLabel|amplification en chaîne par polymérase
http://snomed.info/id/258067009|http://www.w3.org/2004/02/skos/core#prefLabel|stimulation par compte post-tétanique
http://snomed.info/id/258068004|http://www.w3.org/2004/02/skos/core#prefLabel|profil protéique
http://snomed.info/id/258069007|http://www.w3.org/2004/02/skos/core#prefLabel|spectrométrie de masse par pyrolyse
http://snomed.info/id/258070008|http://www.w3.org/2004/02/skos/core#prefLabel|technique par traction, rapide
http://snomed.info/id/258071007|http://www.w3.org/2004/02/skos/core#prefLabel|méthode de réinhalation
http://snomed.info/id/258075003|http://www.w3.org/2004/02/skos/core#prefLabel|sérotypage
http://snomed.info/id/258076002|http://www.w3.org/2004/02/skos/core#prefLabel|technique du repas fictif
http://snomed.info/id/258077006|http://www.w3.org/2004/02/skos/core#prefLabel|technique de Sheridan et Gardiner
http://snomed.info/id/258078001|http://www.w3.org/2004/02/skos/core#prefLabel|technique par traction, au repos
http://snomed.info/id/258081006|http://www.w3.org/2004/02/skos/core#prefLabel|absorption ultraviolette
http://snomed.info/id/258082004|http://www.w3.org/2004/02/skos/core#prefLabel|analyse du volume du vecteur
http://snomed.info/id/258083009|http://www.w3.org/2004/02/skos/core#prefLabel|estimation visuelle
http://snomed.info/id/258084003|http://www.w3.org/2004/02/skos/core#prefLabel|pesée des tampons
http://snomed.info/id/258086001|http://www.w3.org/2004/02/skos/core#prefLabel|typage de zymodème
http://snomed.info/id/258087005|http://www.w3.org/2004/02/skos/core#prefLabel|dilution en gélose
http://snomed.info/id/258090004|http://www.w3.org/2004/02/skos/core#prefLabel|calculé
http://snomed.info/id/258092007|http://www.w3.org/2004/02/skos/core#prefLabel|changement d'air
http://snomed.info/id/258094008|http://www.w3.org/2004/02/skos/core#prefLabel|fond noir
http://snomed.info/id/258096005|http://www.w3.org/2004/02/skos/core#prefLabel|électrique
http://snomed.info/id/258097001|http://www.w3.org/2004/02/skos/core#prefLabel|électronique
http://snomed.info/id/258098006|http://www.w3.org/2004/02/skos/core#prefLabel|première passe
http://snomed.info/id/258099003|http://www.w3.org/2004/02/skos/core#prefLabel|fluorescence
http://snomed.info/id/258100006|http://www.w3.org/2004/02/skos/core#prefLabel|méthode de l'hétérophorie
http://snomed.info/id/258102003|http://www.w3.org/2004/02/skos/core#prefLabel|technique de retrait intermittent
http://snomed.info/id/258104002|http://www.w3.org/2004/02/skos/core#prefLabel|mesuré
http://snomed.info/id/258105001|http://www.w3.org/2004/02/skos/core#prefLabel|variation négative postimpérative
http://snomed.info/id/258106000|http://www.w3.org/2004/02/skos/core#prefLabel|radiographique
http://snomed.info/id/258109007|http://www.w3.org/2004/02/skos/core#prefLabel|polymorphisme de taille des fragments de restriction
http://snomed.info/id/258110002|http://www.w3.org/2004/02/skos/core#prefLabel|méthode saline
http://snomed.info/id/258112005|http://www.w3.org/2004/02/skos/core#prefLabel|sonde oligonucléotidique spécifique de séquence
http://snomed.info/id/258113000|http://www.w3.org/2004/02/skos/core#prefLabel|réaction en chaîne de polymérisation utilisant des amorces spécifiques de séquence
http://snomed.info/id/258114006|http://www.w3.org/2004/02/skos/core#prefLabel|hémolyse radiale simple
http://snomed.info/id/258118009|http://www.w3.org/2004/02/skos/core#prefLabel|mesure du drainage par succion
http://snomed.info/id/258120007|http://www.w3.org/2004/02/skos/core#prefLabel|abaissement de la pression de vapeur
http://snomed.info/id/258121006|http://www.w3.org/2004/02/skos/core#prefLabel|équilibre non synchronisé
http://snomed.info/id/258122004|http://www.w3.org/2004/02/skos/core#prefLabel|analyse des esters méthyliques d'acides gras à longue chaîne d'une cellule entière
http://snomed.info/id/258123009|http://www.w3.org/2004/02/skos/core#prefLabel|technique de synchronisation à l'électrocardiogramme
http://snomed.info/id/258124003|http://www.w3.org/2004/02/skos/core#prefLabel|équilibre synchronisé
http://snomed.info/id/258125002|http://www.w3.org/2004/02/skos/core#prefLabel|abaissement du point de congélation
http://snomed.info/id/258126001|http://www.w3.org/2004/02/skos/core#prefLabel|contraste de phase
http://snomed.info/id/258128000|http://www.w3.org/2004/02/skos/core#prefLabel|technique de la main de Sjögren
http://snomed.info/id/258129008|http://www.w3.org/2004/02/skos/core#prefLabel|technique de Snellen
http://snomed.info/id/258131004|http://www.w3.org/2004/02/skos/core#prefLabel|séparation par gradient de densité de saccharose
