uri|property|term|subhierarchy
http://snomed.info/id/160986002|http://www.w3.org/2004/02/skos/core#altLabel|ICA - Invalid care allowance|Benefits, entitlements and rights
http://snomed.info/id/160987006|http://www.w3.org/2004/02/skos/core#prefLabel|Industrial disablement benefit|Benefits, entitlements and rights
http://snomed.info/id/160987006|http://www.w3.org/2004/02/skos/core#altLabel|Industrial benefit|Benefits, entitlements and rights
http://snomed.info/id/160987006|http://www.w3.org/2004/02/skos/core#altLabel|Industrial injuries disablement benefit|Benefits, entitlements and rights
http://snomed.info/id/160988001|http://www.w3.org/2004/02/skos/core#prefLabel|Industrial death benefit|Benefits, entitlements and rights
http://snomed.info/id/160989009|http://www.w3.org/2004/02/skos/core#prefLabel|War disablement pension|Benefits, entitlements and rights
http://snomed.info/id/160990000|http://www.w3.org/2004/02/skos/core#prefLabel|Unemployability allowance - forces|Benefits, entitlements and rights
http://snomed.info/id/160991001|http://www.w3.org/2004/02/skos/core#prefLabel|Disability living allowance|Benefits, entitlements and rights
http://snomed.info/id/160991001|http://www.w3.org/2004/02/skos/core#altLabel|DLA - Disability living allowance|Benefits, entitlements and rights
http://snomed.info/id/160994009|http://www.w3.org/2004/02/skos/core#prefLabel|Retirement pensions|Benefits, entitlements and rights
http://snomed.info/id/160995005|http://www.w3.org/2004/02/skos/core#prefLabel|Retirement pension|Benefits, entitlements and rights
http://snomed.info/id/160996006|http://www.w3.org/2004/02/skos/core#prefLabel|Over 80's pension|Benefits, entitlements and rights
http://snomed.info/id/160999004|http://www.w3.org/2004/02/skos/core#prefLabel|Widows allowance|Benefits, entitlements and rights
http://snomed.info/id/160999004|http://www.w3.org/2004/02/skos/core#altLabel|Widows payment|Benefits, entitlements and rights
http://snomed.info/id/161000000|http://www.w3.org/2004/02/skos/core#prefLabel|Widowed mother's allowance|Benefits, entitlements and rights
http://snomed.info/id/16100001|http://www.w3.org/2004/02/skos/core#prefLabel|Death diagnosis|Qualifier for type of diagnosis
http://snomed.info/id/16100001|http://www.w3.org/2004/02/skos/core#altLabel|DD|Qualifier for type of diagnosis
http://snomed.info/id/16100001|http://www.w3.org/2004/02/skos/core#altLabel|Death diagnosis (contextual qualifier)|Qualifier for type of diagnosis
http://snomed.info/id/16100001|http://www.w3.org/2004/02/skos/core#altLabel|Major cause of death|Qualifier for type of diagnosis
http://snomed.info/id/161001001|http://www.w3.org/2004/02/skos/core#prefLabel|Widows pension|Benefits, entitlements and rights
http://snomed.info/id/161002008|http://www.w3.org/2004/02/skos/core#prefLabel|Death grant|Benefits, entitlements and rights
http://snomed.info/id/161003003|http://www.w3.org/2004/02/skos/core#prefLabel|War widows pension|Benefits, entitlements and rights
http://snomed.info/id/161005005|http://www.w3.org/2004/02/skos/core#prefLabel|Unemployment benefits|Benefits, entitlements and rights
http://snomed.info/id/161006006|http://www.w3.org/2004/02/skos/core#prefLabel|Unemployment benefit|Benefits, entitlements and rights
http://snomed.info/id/161007002|http://www.w3.org/2004/02/skos/core#prefLabel|Redundancy payment|Benefits, entitlements and rights
http://snomed.info/id/161010009|http://www.w3.org/2004/02/skos/core#prefLabel|Maternity grant|Benefits, entitlements and rights
http://snomed.info/id/161011008|http://www.w3.org/2004/02/skos/core#prefLabel|Maternity allowance|Benefits, entitlements and rights
http://snomed.info/id/161012001|http://www.w3.org/2004/02/skos/core#prefLabel|Maternity pay|Benefits, entitlements and rights
http://snomed.info/id/161014000|http://www.w3.org/2004/02/skos/core#prefLabel|Parent's benefits|Benefits, entitlements and rights
http://snomed.info/id/161015004|http://www.w3.org/2004/02/skos/core#prefLabel|Child benefit|Benefits, entitlements and rights
http://snomed.info/id/161016003|http://www.w3.org/2004/02/skos/core#prefLabel|Guardian's allowance|Benefits, entitlements and rights
http://snomed.info/id/161017007|http://www.w3.org/2004/02/skos/core#prefLabel|One parent benefit|Benefits, entitlements and rights
http://snomed.info/id/161018002|http://www.w3.org/2004/02/skos/core#prefLabel|Child's special allowance|Benefits, entitlements and rights
http://snomed.info/id/161020004|http://www.w3.org/2004/02/skos/core#prefLabel|Low income benefits|Benefits, entitlements and rights
http://snomed.info/id/161021000|http://www.w3.org/2004/02/skos/core#prefLabel|Supplementary benefit|Benefits, entitlements and rights
http://snomed.info/id/161022007|http://www.w3.org/2004/02/skos/core#prefLabel|Family income supplement|Benefits, entitlements and rights
http://snomed.info/id/161023002|http://www.w3.org/2004/02/skos/core#prefLabel|Housing benefit|Benefits, entitlements and rights
http://snomed.info/id/161024008|http://www.w3.org/2004/02/skos/core#prefLabel|Free prescriptions|Benefits, entitlements and rights
http://snomed.info/id/161025009|http://www.w3.org/2004/02/skos/core#prefLabel|Free dental treatment|Benefits, entitlements and rights
http://snomed.info/id/161027001|http://www.w3.org/2004/02/skos/core#prefLabel|Free milk and vitamins|Benefits, entitlements and rights
http://snomed.info/id/161028006|http://www.w3.org/2004/02/skos/core#prefLabel|School meals free|Benefits, entitlements and rights
http://snomed.info/id/161029003|http://www.w3.org/2004/02/skos/core#prefLabel|School fares free|Benefits, entitlements and rights
http://snomed.info/id/161030008|http://www.w3.org/2004/02/skos/core#prefLabel|School uniform free|Benefits, entitlements and rights
http://snomed.info/id/161031007|http://www.w3.org/2004/02/skos/core#prefLabel|School grants|Benefits, entitlements and rights
http://snomed.info/id/1611000175109|http://www.w3.org/2004/02/skos/core#prefLabel|Sublesional route|Route of administration values
http://snomed.info/id/161141008|http://www.w3.org/2004/02/skos/core#prefLabel|Bengali language|World languages
http://snomed.info/id/161141008|http://www.w3.org/2004/02/skos/core#altLabel|Language Bengali|World languages
http://snomed.info/id/161142001|http://www.w3.org/2004/02/skos/core#prefLabel|Gujarati language|World languages
http://snomed.info/id/161142001|http://www.w3.org/2004/02/skos/core#altLabel|Language Gujurati|World languages
http://snomed.info/id/161143006|http://www.w3.org/2004/02/skos/core#prefLabel|Hindi language|World languages
http://snomed.info/id/161143006|http://www.w3.org/2004/02/skos/core#altLabel|Language Hindi|World languages
http://snomed.info/id/161144000|http://www.w3.org/2004/02/skos/core#prefLabel|Pashtu language|World languages
http://snomed.info/id/161144000|http://www.w3.org/2004/02/skos/core#altLabel|Language Pashtu|World languages
http://snomed.info/id/161144000|http://www.w3.org/2004/02/skos/core#altLabel|Pashto language|World languages
http://snomed.info/id/161144000|http://www.w3.org/2004/02/skos/core#altLabel|Pushto language|World languages
http://snomed.info/id/161144000|http://www.w3.org/2004/02/skos/core#altLabel|Pushtu language|World languages
http://snomed.info/id/161145004|http://www.w3.org/2004/02/skos/core#prefLabel|Punjabi language|World languages
http://snomed.info/id/161145004|http://www.w3.org/2004/02/skos/core#altLabel|Language Punjabi|World languages
http://snomed.info/id/161145004|http://www.w3.org/2004/02/skos/core#altLabel|Panjabi language|World languages
http://snomed.info/id/161146003|http://www.w3.org/2004/02/skos/core#prefLabel|Urdu language|World languages
http://snomed.info/id/161146003|http://www.w3.org/2004/02/skos/core#altLabel|Language Urdu|World languages
http://snomed.info/id/1631000175102|http://www.w3.org/2004/02/skos/core#prefLabel|Patient not asked|General information qualifier
http://snomed.info/id/1631000175102|http://www.w3.org/2004/02/skos/core#altLabel|Patient not asked (contextual qualifier)|General information qualifier
http://snomed.info/id/16404004|http://www.w3.org/2004/02/skos/core#prefLabel|Induced|Descriptor
http://snomed.info/id/1641000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Applicator - unit of product usage|Unit of measure
http://snomed.info/id/1641000175108|http://www.w3.org/2004/02/skos/core#altLabel|Applicator|Unit of measure
http://snomed.info/id/1651000175105|http://www.w3.org/2004/02/skos/core#prefLabel|Applicatorful - unit of product usage|Unit of measure
http://snomed.info/id/1651000175105|http://www.w3.org/2004/02/skos/core#altLabel|Applicatorful|Unit of measure
http://snomed.info/id/1661000175107|http://www.w3.org/2004/02/skos/core#prefLabel|Squirt - unit of product usage|Unit of measure
http://snomed.info/id/1661000175107|http://www.w3.org/2004/02/skos/core#altLabel|Squirt|Unit of measure
http://snomed.info/id/1671000175104|http://www.w3.org/2004/02/skos/core#prefLabel|Strip - unit of product usage|Unit of measure
http://snomed.info/id/1671000175104|http://www.w3.org/2004/02/skos/core#altLabel|Strip|Unit of measure
http://snomed.info/id/16770008|http://www.w3.org/2004/02/skos/core#prefLabel|Retroperitoneal approach|Spatial and relational concepts
http://snomed.info/id/16796005|http://www.w3.org/2004/02/skos/core#prefLabel|Thoracolumbar approach|Spatial and relational concepts
http://snomed.info/id/1681000175101|http://www.w3.org/2004/02/skos/core#prefLabel|Package - unit of product usage|Unit of measure
http://snomed.info/id/1681000175101|http://www.w3.org/2004/02/skos/core#altLabel|Package|Unit of measure
http://snomed.info/id/16857009|http://www.w3.org/2004/02/skos/core#prefLabel|Vaginal route|Route of administration values
http://snomed.info/id/16857009|http://www.w3.org/2004/02/skos/core#altLabel|Per vagina|Route of administration values
http://snomed.info/id/16857009|http://www.w3.org/2004/02/skos/core#altLabel|Per vagina (route)|Route of administration values
http://snomed.info/id/16857009|http://www.w3.org/2004/02/skos/core#altLabel|Vaginal use|Route of administration values
http://snomed.info/id/1691000175103|http://www.w3.org/2004/02/skos/core#prefLabel|Stick - unit of product usage|Unit of measure
http://snomed.info/id/1691000175103|http://www.w3.org/2004/02/skos/core#altLabel|Stick|Unit of measure
http://snomed.info/id/16912001|http://www.w3.org/2004/02/skos/core#prefLabel|Hazardous physical site|Any hazardous entity
http://snomed.info/id/1701000175103|http://www.w3.org/2004/02/skos/core#prefLabel|Wafer - unit of product usage|Unit of measure
http://snomed.info/id/1701000175103|http://www.w3.org/2004/02/skos/core#altLabel|Wafer|Unit of measure
http://snomed.info/id/1711000175100|http://www.w3.org/2004/02/skos/core#prefLabel|mGy|Unit of measure
http://snomed.info/id/1711000175100|http://www.w3.org/2004/02/skos/core#altLabel|Milligray|Unit of measure
http://snomed.info/id/17162000|http://www.w3.org/2004/02/skos/core#prefLabel|Certain|Descriptor
http://snomed.info/id/17162000|http://www.w3.org/2004/02/skos/core#altLabel|Certainty|Descriptor
http://snomed.info/id/17227003|http://www.w3.org/2004/02/skos/core#prefLabel|Labor camp site|Any hazardous entity
http://snomed.info/id/17227003|http://www.w3.org/2004/02/skos/core#prefLabel|Labour camp site|Any hazardous entity
http://snomed.info/id/17275008|http://www.w3.org/2004/02/skos/core#prefLabel|Compensated|Findings values
http://snomed.info/id/17325009|http://www.w3.org/2004/02/skos/core#prefLabel|Without permission of|General information qualifier
http://snomed.info/id/17325009|http://www.w3.org/2004/02/skos/core#altLabel|Without permission of (contextual qualifier)|General information qualifier
http://snomed.info/id/1741000175101|http://www.w3.org/2004/02/skos/core#prefLabel|Daily as required|Descriptor
http://snomed.info/id/1741000175101|http://www.w3.org/2004/02/skos/core#altLabel|Daily as needed|Descriptor
http://snomed.info/id/17458004|http://www.w3.org/2004/02/skos/core#prefLabel|Occupational hazard|Any hazardous entity
http://snomed.info/id/17461003|http://www.w3.org/2004/02/skos/core#prefLabel|Wet|Descriptor
http://snomed.info/id/17461003|http://www.w3.org/2004/02/skos/core#altLabel|Damp|Descriptor
http://snomed.info/id/17461003|http://www.w3.org/2004/02/skos/core#altLabel|Humid|Descriptor
http://snomed.info/id/17461003|http://www.w3.org/2004/02/skos/core#altLabel|Moist|Descriptor
http://snomed.info/id/1751000175104|http://www.w3.org/2004/02/skos/core#prefLabel|Daily with breakfast|Descriptor + Special atomic mapping values
http://snomed.info/id/17511009|http://www.w3.org/2004/02/skos/core#prefLabel|Normal absence|Findings values
http://snomed.info/id/17589002|http://www.w3.org/2004/02/skos/core#prefLabel|Non-calcified|Descriptor
http://snomed.info/id/17589002|http://www.w3.org/2004/02/skos/core#altLabel|Non-calcifying|Descriptor
http://snomed.info/id/1761000175102|http://www.w3.org/2004/02/skos/core#prefLabel|Daily with lunch|Descriptor + Special atomic mapping values
http://snomed.info/id/17621005|http://www.w3.org/2004/02/skos/core#prefLabel|Normal|Descriptor + Findings values
http://snomed.info/id/17621005|http://www.w3.org/2004/02/skos/core#altLabel|Unremarkable|Descriptor + Findings values
http://snomed.info/id/176713000|http://www.w3.org/2004/02/skos/core#prefLabel|Serofibrinous inflammation|Process + Special atomic mapping values
http://snomed.info/id/1771000175105|http://www.w3.org/2004/02/skos/core#prefLabel|Daily with dinner|Descriptor + Special atomic mapping values
http://snomed.info/id/1781000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Every eight hours as required|Descriptor
http://snomed.info/id/1781000175108|http://www.w3.org/2004/02/skos/core#altLabel|Every 8 hours as needed|Descriptor
http://snomed.info/id/1781000175108|http://www.w3.org/2004/02/skos/core#altLabel|Every 8 hours as required|Descriptor
http://snomed.info/id/1781000175108|http://www.w3.org/2004/02/skos/core#altLabel|Every eight hours as needed|Descriptor
http://snomed.info/id/17854005|http://www.w3.org/2004/02/skos/core#prefLabel|Regular|Descriptor + Special atomic mapping values
http://snomed.info/id/1791000175106|http://www.w3.org/2004/02/skos/core#prefLabel|Every four hours as required|Descriptor
http://snomed.info/id/1791000175106|http://www.w3.org/2004/02/skos/core#altLabel|Every 4 hours as needed|Descriptor
http://snomed.info/id/1791000175106|http://www.w3.org/2004/02/skos/core#altLabel|Every 4 hours as required|Descriptor
http://snomed.info/id/1791000175106|http://www.w3.org/2004/02/skos/core#altLabel|Every four hours as needed|Descriptor
http://snomed.info/id/1801000175107|http://www.w3.org/2004/02/skos/core#prefLabel|Every seventy two hours as required|Descriptor
http://snomed.info/id/1801000175107|http://www.w3.org/2004/02/skos/core#altLabel|Every 72 hours as needed|Descriptor
http://snomed.info/id/1801000175107|http://www.w3.org/2004/02/skos/core#altLabel|Every 72 hours as required|Descriptor
http://snomed.info/id/1801000175107|http://www.w3.org/2004/02/skos/core#altLabel|Every seventy two hours as needed|Descriptor
http://snomed.info/id/18043004|http://www.w3.org/2004/02/skos/core#prefLabel|Thin|Descriptor + Findings values
http://snomed.info/id/180603000|http://www.w3.org/2004/02/skos/core#prefLabel|Burrhole cranial approach|Spatial and relational concepts
http://snomed.info/id/180603000|http://www.w3.org/2004/02/skos/core#altLabel|Burrhole approach to contents of cranium|Spatial and relational concepts
http://snomed.info/id/180604006|http://www.w3.org/2004/02/skos/core#prefLabel|Transsphenoidal burrhole approach to contents of cranium|Spatial and relational concepts
http://snomed.info/id/180605007|http://www.w3.org/2004/02/skos/core#prefLabel|Frontal burrhole approach to contents of cranium|Spatial and relational concepts
http://snomed.info/id/180606008|http://www.w3.org/2004/02/skos/core#prefLabel|Transoral burrhole approach to contents of cranium|Spatial and relational concepts
http://snomed.info/id/180607004|http://www.w3.org/2004/02/skos/core#prefLabel|Transmastoid burrhole approach to contents of cranium|Spatial and relational concepts
http://snomed.info/id/180608009|http://www.w3.org/2004/02/skos/core#prefLabel|Supratentorial burrhole approach to contents of cranium|Spatial and relational concepts
http://snomed.info/id/180609001|http://www.w3.org/2004/02/skos/core#prefLabel|Infratentorial burrhole approach to contents of cranium|Spatial and relational concepts
http://snomed.info/id/180612003|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior spinal approach|Spatial and relational concepts
http://snomed.info/id/180612003|http://www.w3.org/2004/02/skos/core#altLabel|Approach to spine through back|Spatial and relational concepts
http://snomed.info/id/180613008|http://www.w3.org/2004/02/skos/core#prefLabel|Laminectomy approach to cervical spine|Spatial and relational concepts
http://snomed.info/id/180614002|http://www.w3.org/2004/02/skos/core#prefLabel|Laminectomy approach to thoracic spine|Spatial and relational concepts
http://snomed.info/id/180615001|http://www.w3.org/2004/02/skos/core#prefLabel|Laminectomy approach to lumbar spine|Spatial and relational concepts
http://snomed.info/id/180618004|http://www.w3.org/2004/02/skos/core#prefLabel|Median sternotomy approach|Spatial and relational concepts
http://snomed.info/id/180619007|http://www.w3.org/2004/02/skos/core#prefLabel|Transthoracic approach to spine|Spatial and relational concepts
http://snomed.info/id/180625006|http://www.w3.org/2004/02/skos/core#prefLabel|Transperitoneal approach to spine|Spatial and relational concepts
http://snomed.info/id/180632002|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via gastrointestinal stoma|Spatial and relational concepts
http://snomed.info/id/180632002|http://www.w3.org/2004/02/skos/core#altLabel|Via gastrointestinal stoma|Spatial and relational concepts
http://snomed.info/id/180632002|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through artificial opening into gastrointestinal tract|Spatial and relational concepts
http://snomed.info/id/180633007|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via esophagostomy|Spatial and relational concepts
http://snomed.info/id/180633007|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via oesophagostomy|Spatial and relational concepts
http://snomed.info/id/180633007|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through esophagostomy|Spatial and relational concepts
http://snomed.info/id/180633007|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through oesophagostomy|Spatial and relational concepts
http://snomed.info/id/180634001|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via gastrostomy|Spatial and relational concepts
http://snomed.info/id/180634001|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through gastrostomy|Spatial and relational concepts
http://snomed.info/id/180634001|http://www.w3.org/2004/02/skos/core#altLabel|Via gastrostomy|Spatial and relational concepts
http://snomed.info/id/180635000|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via ileostomy|Spatial and relational concepts
http://snomed.info/id/180635000|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through ileostomy|Spatial and relational concepts
http://snomed.info/id/180636004|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via colostomy|Spatial and relational concepts
http://snomed.info/id/180636004|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through colostomy|Spatial and relational concepts
http://snomed.info/id/180636004|http://www.w3.org/2004/02/skos/core#altLabel|Via colostomy|Spatial and relational concepts
http://snomed.info/id/180640008|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via tracheostomy|Spatial and relational concepts
http://snomed.info/id/180640008|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through tracheostomy|Spatial and relational concepts
http://snomed.info/id/180640008|http://www.w3.org/2004/02/skos/core#altLabel|Via tracheostomy|Spatial and relational concepts
http://snomed.info/id/180641007|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via urethrostomy|Spatial and relational concepts
http://snomed.info/id/180641007|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through urethrostomy|Spatial and relational concepts
http://snomed.info/id/180643005|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via cystostomy|Spatial and relational concepts
http://snomed.info/id/180643005|http://www.w3.org/2004/02/skos/core#altLabel|Approach to organ through cystostomy|Spatial and relational concepts
http://snomed.info/id/1811000175105|http://www.w3.org/2004/02/skos/core#prefLabel|Every six hours as required|Descriptor
http://snomed.info/id/1811000175105|http://www.w3.org/2004/02/skos/core#altLabel|Every 6 hours as needed|Descriptor
http://snomed.info/id/1811000175105|http://www.w3.org/2004/02/skos/core#altLabel|Every 6 hours as required|Descriptor
http://snomed.info/id/1811000175105|http://www.w3.org/2004/02/skos/core#altLabel|Every six hours as needed|Descriptor
http://snomed.info/id/18131002|http://www.w3.org/2004/02/skos/core#prefLabel|Acute fulminating|Descriptor + Special atomic mapping values
http://snomed.info/id/1821000175101|http://www.w3.org/2004/02/skos/core#prefLabel|Every three hours as required|Descriptor
http://snomed.info/id/1821000175101|http://www.w3.org/2004/02/skos/core#altLabel|Every 3 hours as needed|Descriptor
http://snomed.info/id/1821000175101|http://www.w3.org/2004/02/skos/core#altLabel|Every 3 hours as required|Descriptor
http://snomed.info/id/1821000175101|http://www.w3.org/2004/02/skos/core#altLabel|Every three hours as needed|Descriptor
http://snomed.info/id/182353008|http://www.w3.org/2004/02/skos/core#prefLabel|Side|Spatial and relational concepts
http://snomed.info/id/18307000|http://www.w3.org/2004/02/skos/core#prefLabel|Altered|Descriptor + Findings values
http://snomed.info/id/18307000|http://www.w3.org/2004/02/skos/core#altLabel|Modified|Descriptor + Findings values
http://snomed.info/id/1831000175103|http://www.w3.org/2004/02/skos/core#prefLabel|Every twelve hours as required|Descriptor
http://snomed.info/id/1831000175103|http://www.w3.org/2004/02/skos/core#altLabel|Every 12 hours as needed|Descriptor
http://snomed.info/id/1831000175103|http://www.w3.org/2004/02/skos/core#altLabel|Every 12 hours as required|Descriptor
http://snomed.info/id/1831000175103|http://www.w3.org/2004/02/skos/core#altLabel|Every twelve hours as needed|Descriptor
http://snomed.info/id/183648002|http://www.w3.org/2004/02/skos/core#prefLabel|Long-term assistance|Action
http://snomed.info/id/18403000|http://www.w3.org/2004/02/skos/core#prefLabel|Aggregate|Descriptor
http://snomed.info/id/1841000175109|http://www.w3.org/2004/02/skos/core#prefLabel|Every two hours as required|Descriptor
http://snomed.info/id/1841000175109|http://www.w3.org/2004/02/skos/core#altLabel|Every 2 hours as needed|Descriptor
http://snomed.info/id/1841000175109|http://www.w3.org/2004/02/skos/core#altLabel|Every 2 hours as required|Descriptor
http://snomed.info/id/1841000175109|http://www.w3.org/2004/02/skos/core#altLabel|Every two hours as needed|Descriptor
http://snomed.info/id/18669006|http://www.w3.org/2004/02/skos/core#prefLabel|Evidence of|General information qualifier
http://snomed.info/id/18669006|http://www.w3.org/2004/02/skos/core#altLabel|EO|General information qualifier
http://snomed.info/id/18669006|http://www.w3.org/2004/02/skos/core#altLabel|Evidence for|General information qualifier
http://snomed.info/id/18669006|http://www.w3.org/2004/02/skos/core#altLabel|Evidence of (contextual qualifier)|General information qualifier
http://snomed.info/id/18673009|http://www.w3.org/2004/02/skos/core#prefLabel|Platelet antigen system HPA-1|Classification system
http://snomed.info/id/1871000175100|http://www.w3.org/2004/02/skos/core#prefLabel|Four times daily as required|Descriptor
http://snomed.info/id/1871000175100|http://www.w3.org/2004/02/skos/core#altLabel|Four times daily as needed|Descriptor
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#prefLabel|Juxta-posed|Descriptor + Spatial and relational concepts
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Adjacent|Descriptor + Spatial and relational concepts
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Adjacent to|Descriptor + Spatial and relational concepts
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Juxta-|Descriptor + Spatial and relational concepts
http://snomed.info/id/18769003|http://www.w3.org/2004/02/skos/core#altLabel|Next to|Descriptor + Spatial and relational concepts
http://snomed.info/id/18772005|http://www.w3.org/2004/02/skos/core#prefLabel|Symmetry|Descriptor
http://snomed.info/id/18779001|http://www.w3.org/2004/02/skos/core#prefLabel|Guardrail height|Any hazardous entity
http://snomed.info/id/1891000175104|http://www.w3.org/2004/02/skos/core#prefLabel|Three times daily as required|Descriptor
http://snomed.info/id/1891000175104|http://www.w3.org/2004/02/skos/core#altLabel|Three times daily as needed|Descriptor
http://snomed.info/id/1901000175100|http://www.w3.org/2004/02/skos/core#prefLabel|Two times daily as required|Descriptor
http://snomed.info/id/1901000175100|http://www.w3.org/2004/02/skos/core#altLabel|Two times daily as needed|Descriptor
http://snomed.info/id/19032002|http://www.w3.org/2004/02/skos/core#prefLabel|Uncontrolled|Descriptor
http://snomed.info/id/19202001|http://www.w3.org/2004/02/skos/core#prefLabel|Clumped|Descriptor
http://snomed.info/id/19367006|http://www.w3.org/2004/02/skos/core#prefLabel|Retarded|Special information qualifier
http://snomed.info/id/19367006|http://www.w3.org/2004/02/skos/core#altLabel|Retarded (slowed) (contextual qualifier)|Special information qualifier
http://snomed.info/id/19388002|http://www.w3.org/2004/02/skos/core#prefLabel|Physical|Descriptor
http://snomed.info/id/1941000175103|http://www.w3.org/2004/02/skos/core#prefLabel|Milligram of phenytoin sodium equivalents|Unit of measure
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#prefLabel|International normalised ratio|Property
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#prefLabel|International normalized ratio|Property
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#altLabel|INR (International normalised ratio)|Property
http://snomed.info/id/1951000175101|http://www.w3.org/2004/02/skos/core#altLabel|INR (International normalized ratio)|Property
http://snomed.info/id/19535007|http://www.w3.org/2004/02/skos/core#prefLabel|Original|Descriptor
http://snomed.info/id/196006|http://www.w3.org/2004/02/skos/core#prefLabel|Concave shape|Descriptor
http://snomed.info/id/1961000175104|http://www.w3.org/2004/02/skos/core#prefLabel|ISR (Immune status ratio)|Property
http://snomed.info/id/1961000175104|http://www.w3.org/2004/02/skos/core#altLabel|Immune status ratio|Property
http://snomed.info/id/19648000|http://www.w3.org/2004/02/skos/core#prefLabel|Diffuse|Descriptor + Special atomic mapping values
http://snomed.info/id/1968006|http://www.w3.org/2004/02/skos/core#prefLabel|Jogging|Sport
http://snomed.info/id/1971000175107|http://www.w3.org/2004/02/skos/core#prefLabel|Log copies/mL|Unit of measure
http://snomed.info/id/1971000175107|http://www.w3.org/2004/02/skos/core#altLabel|Logarithmic copies per milliliter|Unit of measure
http://snomed.info/id/1971000175107|http://www.w3.org/2004/02/skos/core#altLabel|Logarithmic copies per millilitre|Unit of measure
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#prefLabel|Lymphs/uL|Unit of measure
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#altLabel|Lymph/uL|Unit of measure
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#altLabel|Lymphocytes per microliter|Unit of measure
http://snomed.info/id/1981000175105|http://www.w3.org/2004/02/skos/core#altLabel|Lymphocytes per microlitre|Unit of measure
http://snomed.info/id/19810007|http://www.w3.org/2004/02/skos/core#prefLabel|Hang gliding|Sport
http://snomed.info/id/1990001000004102|http://www.w3.org/2004/02/skos/core#prefLabel|Near complete|Findings values
http://snomed.info/id/1991000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Red blood cells per high power field|Unit of measure
http://snomed.info/id/1991000175108|http://www.w3.org/2004/02/skos/core#altLabel|RBC/HPF|Unit of measure
http://snomed.info/id/19939008|http://www.w3.org/2004/02/skos/core#prefLabel|Subacute|Descriptor + Special atomic mapping values
http://snomed.info/id/19939008|http://www.w3.org/2004/02/skos/core#altLabel|Subacute course|Descriptor + Special atomic mapping values
http://snomed.info/id/2001000175105|http://www.w3.org/2004/02/skos/core#prefLabel|White blood cells per high power field|Unit of measure
http://snomed.info/id/2001000175105|http://www.w3.org/2004/02/skos/core#altLabel|WBC/HPF|Unit of measure
http://snomed.info/id/2001002|http://www.w3.org/2004/02/skos/core#prefLabel|Jai-alai|Sport
http://snomed.info/id/20048008|http://www.w3.org/2004/02/skos/core#prefLabel|Petanque|Sport
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#prefLabel|Biweekly|Descriptor + Time frame
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#altLabel|Alternate weeks|Descriptor + Time frame
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#altLabel|Every two weeks|Descriptor + Time frame
http://snomed.info/id/20050000|http://www.w3.org/2004/02/skos/core#altLabel|Fortnightly|Descriptor + Time frame
http://snomed.info/id/20098009|http://www.w3.org/2004/02/skos/core#prefLabel|Incomplete blind|Descriptor
http://snomed.info/id/2011000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Thousand unit|Unit of measure
http://snomed.info/id/20323000|http://www.w3.org/2004/02/skos/core#prefLabel|Identical|Descriptor
http://snomed.info/id/20446002|http://www.w3.org/2004/02/skos/core#prefLabel|Wedge shape|Descriptor
http://snomed.info/id/20461001|http://www.w3.org/2004/02/skos/core#prefLabel|Swimming|Sport
http://snomed.info/id/20476009|http://www.w3.org/2004/02/skos/core#prefLabel|Cystic|Descriptor
